# 2
#     -182.5         5        72  1
#     -182.5         5        72  1

 -160 145  1.57503
 -160 150  1.31471
 -160 155  1.09761
 -160 160  0.920649
 -160 165  0.800231
 -160 170  0.776195
 -160 175  0.735643

 -155 -180  0.699192
 -155 -175  0.786922
 -155 -170  0.954786
 -155 -165  1.18065
 -155 -160  1.3694
 -155 -155  1.62611
 -155 -150  1.83721
 -155 -145  2.00577
 -155 -140  2.23526
 -155 -135  2.43306
 -155 -130  2.62418
 -155 -125  2.79674
 -155 -120  2.94528
 -155 -115  3.11146
 -155 -110  3.24108
 -155 -105  3.35946
 -155 -100  3.47649
 -155 -95  3.59841
 -155 -90  3.71221
 -155 -85  3.78956
 -155 -80  3.90393
 -155 -75  4.02574
 -155 -70  4.18207
 -155 -65  4.36358
 -155 -60  4.57063
 -155 -55  4.85055
 -155 -50  5.18134
 -155 -45  5.58152
 -155 -40  6.07238
 -155 -35  6.5695
 -155 -30  7.11545
 -155 -25  7.579
 -155 -20  7.97022
 -155 -15  8.24171
 -155 -10  8.36239
 -155 -5  8.33236
 -155 0  8.18415
 -155 5  7.94802
 -155 10  7.70198
 -155 15  7.4385
 -155 20  7.15632
 -155 25  6.90701
 -155 30  6.63239
 -155 35  6.42578
 -155 40  6.2311
 -155 45  6.06722
 -155 50  5.88927
 -155 55  5.73761
 -155 60  5.57173
 -155 65  5.41628
 -155 70  5.29805
 -155 75  5.13119
 -155 80  4.95764
 -155 85  4.77621
 -155 90  4.5075
 -155 95  4.29175
 -155 100  4.03472
 -155 105  3.75555
 -155 110  3.50979
 -155 115  3.20992
 -155 120  2.84474
 -155 125  2.56141
 -155 130  2.21003
 -155 135  1.89144
 -155 140  1.61828
 -155 145  1.33194
 -155 150  1.09149
 -155 155  0.904487
 -155 160  0.764218
 -155 165  0.659866
 -155 170  0.631206
 -155 175  0.623543

 -150 -180  0.701403
 -150 -175  0.805281
 -150 -170  0.978417
 -150 -165  1.20528
 -150 -160  1.3968
 -150 -155  1.62757
 -150 -150  1.86225
 -150 -145  2.02739
 -150 -140  2.26872
 -150 -135  2.4636
 -150 -130  2.65912
 -150 -125  2.82997
 -150 -120  3.00306
 -150 -115  3.1582
 -150 -110  3.27082
 -150 -105  3.3509
 -150 -100  3.4783
 -150 -95  3.57531
 -150 -90  3.68741
 -150 -85  3.79084
 -150 -80  3.92155
 -150 -75  4.0431
 -150 -70  4.1726
 -150 -65  4.35441
 -150 -60  4.55612
 -150 -55  4.83672
 -150 -50  5.18513
 -150 -45  5.57104
 -150 -40  6.03377
 -150 -35  6.5277
 -150 -30  7.02425
 -150 -25  7.43857
 -150 -20  7.75996
 -150 -15  7.91322
 -150 -10  7.95915
 -150 -5  7.88388
 -150 0  7.71914
 -150 5  7.5086
 -150 10  7.255
 -150 15  6.95932
 -150 20  6.68747
 -150 25  6.45462
 -150 30  6.2116
 -150 35  6.01726
 -150 40  5.83745
 -150 45  5.6633
 -150 50  5.50357
 -150 55  5.33568
 -150 60  5.18377
 -150 65  5.0277
 -150 70  4.9048
 -150 75  4.72864
 -150 80  4.55294
 -150 85  4.37272
 -150 90  4.1394
 -150 95  3.9516
 -150 100  3.71726
 -150 105  3.44659
 -150 110  3.19503
 -150 115  2.90953
 -150 120  2.57068
 -150 125  2.29911
 -150 130  1.97678
 -150 135  1.70137
 -150 140  1.44979
 -150 145  1.2038
 -150 150  0.979846
 -150 155  0.791334
 -150 160  0.648747
 -150 165  0.578296
 -150 170  0.547115
 -150 175  0.590718

 -145 -180  0.788129
 -145 -175  0.920784
 -145 -170  1.08855
 -145 -165  1.3053
 -145 -160  1.52515
 -145 -155  1.73362
 -145 -150  1.97565
 -145 -145  2.15711
 -145 -140  2.39105
 -145 -135  2.56504
 -145 -130  2.74463
 -145 -125  2.92352
 -145 -120  3.07049
 -145 -115  3.20964
 -145 -110  3.34215
 -145 -105  3.42182
 -145 -100  3.55361
 -145 -95  3.63663
 -145 -90  3.73139
 -145 -85  3.83125
 -145 -80  3.93793
 -145 -75  4.07531
 -145 -70  4.21481
 -145 -65  4.41277
 -145 -60  4.61775
 -145 -55  4.9047
 -145 -50  5.24529
 -145 -45  5.6368
 -145 -40  6.07044
 -145 -35  6.49467
 -145 -30  6.93621
 -145 -25  7.26651
 -145 -20  7.48767
 -145 -15  7.55739
 -145 -10  7.56057
 -145 -5  7.44413
 -145 0  7.24857
 -145 5  7.07373
 -145 10  6.82572
 -145 15  6.53001
 -145 20  6.2918
 -145 25  6.05876
 -145 30  5.82842
 -145 35  5.64049
 -145 40  5.46109
 -145 45  5.27793
 -145 50  5.13516
 -145 55  4.9806
 -145 60  4.82432
 -145 65  4.66777
 -145 70  4.55992
 -145 75  4.38595
 -145 80  4.20248
 -145 85  4.03199
 -145 90  3.78954
 -145 95  3.60101
 -145 100  3.39338
 -145 105  3.12838
 -145 110  2.89276
 -145 115  2.65542
 -145 120  2.3663
 -145 125  2.103
 -145 130  1.7984
 -145 135  1.54941
 -145 140  1.31291
 -145 145  1.07406
 -145 150  0.9084
 -145 155  0.764759
 -145 160  0.639573
 -145 165  0.58437
 -145 170  0.575452
 -145 175  0.642311

 -140 -180  0.912851
 -140 -175  1.04486
 -140 -170  1.25326
 -140 -165  1.48859
 -140 -160  1.71052
 -140 -155  1.91924
 -140 -150  2.15305
 -140 -145  2.34323
 -140 -140  2.55299
 -140 -135  2.72105
 -140 -130  2.88386
 -140 -125  3.06925
 -140 -120  3.17558
 -140 -115  3.28173
 -140 -110  3.42212
 -140 -105  3.52021
 -140 -100  3.64832
 -140 -95  3.7272
 -140 -90  3.82573
 -140 -85  3.9298
 -140 -80  4.05576
 -140 -75  4.16615
 -140 -70  4.27956
 -140 -65  4.48027
 -140 -60  4.69333
 -140 -55  4.97204
 -140 -50  5.29249
 -140 -45  5.6459
 -140 -40  6.06677
 -140 -35  6.44438
 -140 -30  6.81446
 -140 -25  7.05177
 -140 -20  7.18746
 -140 -15  7.21801
 -140 -10  7.18818
 -140 -5  7.06598
 -140 0  6.85941
 -140 5  6.6669
 -140 10  6.41975
 -140 15  6.15048
 -140 20  5.92591
 -140 25  5.71717
 -140 30  5.50474
 -140 35  5.31455
 -140 40  5.1291
 -140 45  4.96906
 -140 50  4.80137
 -140 55  4.63227
 -140 60  4.49687
 -140 65  4.35431
 -140 70  4.22795
 -140 75  4.04007
 -140 80  3.8633
 -140 85  3.73503
 -140 90  3.53173
 -140 95  3.34618
 -140 100  3.13678
 -140 105  2.89305
 -140 110  2.67671
 -140 115  2.43967
 -140 120  2.17484
 -140 125  1.92458
 -140 130  1.67047
 -140 135  1.45265
 -140 140  1.2518
 -140 145  1.03205
 -140 150  0.885119
 -140 155  0.787338
 -140 160  0.700164
 -140 165  0.679404
 -140 170  0.705669
 -140 175  0.780185

 -135 -180  1.06794
 -135 -175  1.2179
 -135 -170  1.44535
 -135 -165  1.66814
 -135 -160  1.88918
 -135 -155  2.08091
 -135 -150  2.29505
 -135 -145  2.49892
 -135 -140  2.6936
 -135 -135  2.8584
 -135 -130  2.99592
 -135 -125  3.1887
 -135 -120  3.30621
 -135 -115  3.41731
 -135 -110  3.55498
 -135 -105  3.63071
 -135 -100  3.7408
 -135 -95  3.83581
 -135 -90  3.94432
 -135 -85  4.03598
 -135 -80  4.15591
 -135 -75  4.25365
 -135 -70  4.37668
 -135 -65  4.58136
 -135 -60  4.79069
 -135 -55  5.05043
 -135 -50  5.34855
 -135 -45  5.65515
 -135 -40  6.01887
 -135 -35  6.31546
 -135 -30  6.58928
 -135 -25  6.79056
 -135 -20  6.87536
 -135 -15  6.84836
 -135 -10  6.78848
 -135 -5  6.65734
 -135 0  6.4598
 -135 5  6.28277
 -135 10  6.04515
 -135 15  5.79957
 -135 20  5.57
 -135 25  5.36716
 -135 30  5.16513
 -135 35  4.99899
 -135 40  4.81242
 -135 45  4.66486
 -135 50  4.48708
 -135 55  4.30954
 -135 60  4.17964
 -135 65  4.02049
 -135 70  3.8782
 -135 75  3.7124
 -135 80  3.54542
 -135 85  3.41187
 -135 90  3.22169
 -135 95  3.06546
 -135 100  2.886
 -135 105  2.67448
 -135 110  2.44825
 -135 115  2.2242
 -135 120  2.01927
 -135 125  1.79186
 -135 130  1.57966
 -135 135  1.40141
 -135 140  1.23166
 -135 145  1.05075
 -135 150  0.903156
 -135 155  0.830634
 -135 160  0.761542
 -135 165  0.765
 -135 170  0.807449
 -135 175  0.910821

 -130 -180  1.24204
 -130 -175  1.41438
 -130 -170  1.62972
 -130 -165  1.8411
 -130 -160  2.08771
 -130 -155  2.28284
 -130 -150  2.50059
 -130 -145  2.7194
 -130 -140  2.89169
 -130 -135  3.06559
 -130 -130  3.20794
 -130 -125  3.38648
 -130 -120  3.48353
 -130 -115  3.57972
 -130 -110  3.68153
 -130 -105  3.74436
 -130 -100  3.84719
 -130 -95  3.95518
 -130 -90  4.04516
 -130 -85  4.12369
 -130 -80  4.25432
 -130 -75  4.34576
 -130 -70  4.44434
 -130 -65  4.61682
 -130 -60  4.80213
 -130 -55  5.05019
 -130 -50  5.32875
 -130 -45  5.6385
 -130 -40  5.94073
 -130 -35  6.17739
 -130 -30  6.36855
 -130 -25  6.50053
 -130 -20  6.5432
 -130 -15  6.50399
 -130 -10  6.4305
 -130 -5  6.26264
 -130 0  6.07037
 -130 5  5.90694
 -130 10  5.69031
 -130 15  5.45027
 -130 20  5.25728
 -130 25  5.04718
 -130 30  4.82355
 -130 35  4.66962
 -130 40  4.48558
 -130 45  4.30205
 -130 50  4.13974
 -130 55  3.96722
 -130 60  3.81985
 -130 65  3.67693
 -130 70  3.5298
 -130 75  3.3618
 -130 80  3.2184
 -130 85  3.08803
 -130 90  2.90778
 -130 95  2.76588
 -130 100  2.59774
 -130 105  2.43953
 -130 110  2.26499
 -130 115  2.08274
 -130 120  1.89738
 -130 125  1.68729
 -130 130  1.49981
 -130 135  1.34249
 -130 140  1.17823
 -130 145  1.05607
 -130 150  0.939532
 -130 155  0.886056
 -130 160  0.865231
 -130 165  0.875028
 -130 170  0.952525
 -130 175  1.07794

 -125 -180  1.40432
 -125 -175  1.59993
 -125 -170  1.79877
 -125 -165  2.03131
 -125 -160  2.29286
 -125 -155  2.46645
 -125 -150  2.67516
 -125 -145  2.90296
 -125 -140  3.05376
 -125 -135  3.2368
 -125 -130  3.37609
 -125 -125  3.52951
 -125 -120  3.61134
 -125 -115  3.7347
 -125 -110  3.83782
 -125 -105  3.91545
 -125 -100  3.98436
 -125 -95  4.05176
 -125 -90  4.12871
 -125 -85  4.20303
 -125 -80  4.33219
 -125 -75  4.40953
 -125 -70  4.51577
 -125 -65  4.68623
 -125 -60  4.86299
 -125 -55  5.08913
 -125 -50  5.29143
 -125 -45  5.53702
 -125 -40  5.77447
 -125 -35  5.97119
 -125 -30  6.11183
 -125 -25  6.1966
 -125 -20  6.18665
 -125 -15  6.12458
 -125 -10  6.00651
 -125 -5  5.8219
 -125 0  5.67218
 -125 5  5.52217
 -125 10  5.33671
 -125 15  5.12443
 -125 20  4.94595
 -125 25  4.73475
 -125 30  4.5185
 -125 35  4.34978
 -125 40  4.1523
 -125 45  3.95059
 -125 50  3.79595
 -125 55  3.61062
 -125 60  3.42548
 -125 65  3.27534
 -125 70  3.1314
 -125 75  2.97497
 -125 80  2.84938
 -125 85  2.73369
 -125 90  2.59406
 -125 95  2.51537
 -125 100  2.36089
 -125 105  2.21791
 -125 110  2.06187
 -125 115  1.91756
 -125 120  1.76939
 -125 125  1.58814
 -125 130  1.43072
 -125 135  1.32241
 -125 140  1.16682
 -125 145  1.10053
 -125 150  1.02118
 -125 155  0.972692
 -125 160  0.976838
 -125 165  0.984093
 -125 170  1.0617
 -125 175  1.22078

 -120 -180  1.53679
 -120 -175  1.73678
 -120 -170  1.94696
 -120 -165  2.20212
 -120 -160  2.46882
 -120 -155  2.66285
 -120 -150  2.85025
 -120 -145  3.0491
 -120 -140  3.2029
 -120 -135  3.38729
 -120 -130  3.51557
 -120 -125  3.6508
 -120 -120  3.74623
 -120 -115  3.86756
 -120 -110  3.94037
 -120 -105  4.01116
 -120 -100  4.10959
 -120 -95  4.16754
 -120 -90  4.23059
 -120 -85  4.29086
 -120 -80  4.39188
 -120 -75  4.46425
 -120 -70  4.57786
 -120 -65  4.71588
 -120 -60  4.83718
 -120 -55  5.03304
 -120 -50  5.20007
 -120 -45  5.41552
 -120 -40  5.58468
 -120 -35  5.72589
 -120 -30  5.83423
 -120 -25  5.8841
 -120 -20  5.82567
 -120 -15  5.77074
 -120 -10  5.62641
 -120 -5  5.43792
 -120 0  5.29206
 -120 5  5.15625
 -120 10  4.98893
 -120 15  4.77712
 -120 20  4.57571
 -120 25  4.37774
 -120 30  4.20225
 -120 35  4.00629
 -120 40  3.77667
 -120 45  3.56926
 -120 50  3.3951
 -120 55  3.2201
 -120 60  3.02689
 -120 65  2.88377
 -120 70  2.71553
 -120 75  2.56859
 -120 80  2.47411
 -120 85  2.38123
 -120 90  2.27201
 -120 95  2.19888
 -120 100  2.07797
 -120 105  1.96782
 -120 110  1.84821
 -120 115  1.75052
 -120 120  1.63499
 -120 125  1.48683
 -120 130  1.34872
 -120 135  1.267
 -120 140  1.15246
 -120 145  1.07957
 -120 150  1.03285
 -120 155  1.04964
 -120 160  1.10174
 -120 165  1.14876
 -120 170  1.2141
 -120 175  1.36683

 -115 -180  1.70368
 -115 -175  1.92174
 -115 -170  2.1349
 -115 -165  2.36862
 -115 -160  2.62762
 -115 -155  2.84403
 -115 -150  3.0328
 -115 -145  3.22547
 -115 -140  3.39255
 -115 -135  3.55054
 -115 -130  3.66291
 -115 -125  3.78502
 -115 -120  3.89877
 -115 -115  4.01076
 -115 -110  4.08599
 -115 -105  4.13723
 -115 -100  4.23869
 -115 -95  4.29214
 -115 -90  4.31796
 -115 -85  4.37647
 -115 -80  4.45227
 -115 -75  4.50425
 -115 -70  4.59921
 -115 -65  4.6999
 -115 -60  4.78013
 -115 -55  4.91906
 -115 -50  5.04613
 -115 -45  5.23213
 -115 -40  5.3437
 -115 -35  5.4304
 -115 -30  5.5116
 -115 -25  5.51707
 -115 -20  5.42398
 -115 -15  5.3408
 -115 -10  5.19616
 -115 -5  5.02394
 -115 0  4.90656
 -115 5  4.79823
 -115 10  4.62245
 -115 15  4.41442
 -115 20  4.2465
 -115 25  4.04706
 -115 30  3.85309
 -115 35  3.65291
 -115 40  3.43706
 -115 45  3.22283
 -115 50  3.0175
 -115 55  2.82412
 -115 60  2.61344
 -115 65  2.45791
 -115 70  2.29359
 -115 75  2.15984
 -115 80  2.10747
 -115 85  2.02044
 -115 90  1.94738
 -115 95  1.87007
 -115 100  1.78813
 -115 105  1.71887
 -115 110  1.64327
 -115 115  1.58042
 -115 120  1.5107
 -115 125  1.39441
 -115 130  1.30061
 -115 135  1.23847
 -115 140  1.16566
 -115 145  1.11863
 -115 150  1.07979
 -115 155  1.10691
 -115 160  1.1693
 -115 165  1.24731
 -115 170  1.34775
 -115 175  1.52077

 -110 -180  1.80065
 -110 -175  2.04242
 -110 -170  2.27069
 -110 -165  2.50791
 -110 -160  2.77212
 -110 -155  2.98908
 -110 -150  3.17658
 -110 -145  3.37104
 -110 -140  3.56109
 -110 -135  3.69802
 -110 -130  3.82221
 -110 -125  3.93803
 -110 -120  4.04565
 -110 -115  4.14693
 -110 -110  4.20804
 -110 -105  4.24103
 -110 -100  4.32497
 -110 -95  4.38296
 -110 -90  4.3828
 -110 -85  4.42578
 -110 -80  4.48156
 -110 -75  4.51672
 -110 -70  4.58617
 -110 -65  4.63331
 -110 -60  4.71038
 -110 -55  4.81526
 -110 -50  4.90526
 -110 -45  5.01403
 -110 -40  5.07733
 -110 -35  5.10684
 -110 -30  5.15262
 -110 -25  5.13144
 -110 -20  5.0679
 -110 -15  4.98404
 -110 -10  4.86185
 -110 -5  4.68592
 -110 0  4.52986
 -110 5  4.41246
 -110 10  4.27664
 -110 15  4.1085
 -110 20  3.94371
 -110 25  3.75147
 -110 30  3.53834
 -110 35  3.30903
 -110 40  3.0621
 -110 45  2.81327
 -110 50  2.56742
 -110 55  2.34781
 -110 60  2.15241
 -110 65  1.95952
 -110 70  1.83794
 -110 75  1.7227
 -110 80  1.67883
 -110 85  1.60198
 -110 90  1.57559
 -110 95  1.56061
 -110 100  1.52831
 -110 105  1.47007
 -110 110  1.4444
 -110 115  1.39704
 -110 120  1.33589
 -110 125  1.27245
 -110 130  1.22886
 -110 135  1.17542
 -110 140  1.17058
 -110 145  1.16131
 -110 150  1.14276
 -110 155  1.17395
 -110 160  1.23632
 -110 165  1.31439
 -110 170  1.43146
 -110 175  1.63631

 -105 -180  1.95612
 -105 -175  2.2026
 -105 -170  2.41365
 -105 -165  2.66884
 -105 -160  2.92621
 -105 -155  3.13489
 -105 -150  3.36187
 -105 -145  3.55179
 -105 -140  3.71837
 -105 -135  3.84541
 -105 -130  3.99203
 -105 -125  4.12971
 -105 -120  4.21275
 -105 -115  4.28699
 -105 -110  4.36917
 -105 -105  4.38745
 -105 -100  4.44774
 -105 -95  4.48926
 -105 -90  4.49464
 -105 -85  4.52062
 -105 -80  4.55626
 -105 -75  4.55299
 -105 -70  4.55323
 -105 -65  4.57841
 -105 -60  4.63628
 -105 -55  4.69978
 -105 -50  4.74885
 -105 -45  4.78959
 -105 -40  4.81207
 -105 -35  4.81155
 -105 -30  4.82027
 -105 -25  4.77998
 -105 -20  4.73618
 -105 -15  4.61092
 -105 -10  4.50105
 -105 -5  4.37449
 -105 0  4.22654
 -105 5  4.09147
 -105 10  3.95089
 -105 15  3.78871
 -105 20  3.6144
 -105 25  3.41629
 -105 30  3.19042
 -105 35  2.92985
 -105 40  2.64606
 -105 45  2.38267
 -105 50  2.10135
 -105 55  1.85332
 -105 60  1.67294
 -105 65  1.48178
 -105 70  1.37197
 -105 75  1.26318
 -105 80  1.23275
 -105 85  1.20972
 -105 90  1.22161
 -105 95  1.22931
 -105 100  1.23325
 -105 105  1.23321
 -105 110  1.24732
 -105 115  1.24582
 -105 120  1.22344
 -105 125  1.20096
 -105 130  1.20016
 -105 135  1.15925
 -105 140  1.16287
 -105 145  1.14216
 -105 150  1.17531
 -105 155  1.24107
 -105 160  1.32143
 -105 165  1.42849
 -105 170  1.56286
 -105 175  1.77814

 -100 -180  2.12102
 -100 -175  2.35937
 -100 -170  2.60773
 -100 -165  2.85156
 -100 -160  3.09756
 -100 -155  3.32817
 -100 -150  3.59293
 -100 -145  3.7642
 -100 -140  3.91524
 -100 -135  4.04872
 -100 -130  4.1932
 -100 -125  4.32739
 -100 -120  4.4053
 -100 -115  4.469
 -100 -110  4.52132
 -100 -105  4.56717
 -100 -100  4.62349
 -100 -95  4.64275
 -100 -90  4.62736
 -100 -85  4.60183
 -100 -80  4.58931
 -100 -75  4.57222
 -100 -70  4.51928
 -100 -65  4.53118
 -100 -60  4.54647
 -100 -55  4.54802
 -100 -50  4.54385
 -100 -45  4.54788
 -100 -40  4.554
 -100 -35  4.51564
 -100 -30  4.4798
 -100 -25  4.39871
 -100 -20  4.37751
 -100 -15  4.2554
 -100 -10  4.13409
 -100 -5  4.05359
 -100 0  3.92188
 -100 5  3.7897
 -100 10  3.6874
 -100 15  3.5207
 -100 20  3.32336
 -100 25  3.13953
 -100 30  2.88589
 -100 35  2.60613
 -100 40  2.30204
 -100 45  2.01652
 -100 50  1.69663
 -100 55  1.39181
 -100 60  1.19036
 -100 65  1.0063
 -100 70  0.90408
 -100 75  0.823978
 -100 80  0.800548
 -100 85  0.827601
 -100 90  0.877124
 -100 95  0.946777
 -100 100  0.989871
 -100 105  1.02927
 -100 110  1.06407
